SUBJECT,CODE,TITLE,CREDIT,ATTRIBUTE,EXCLUSION STR,PREREQUISITE STR,COREQUISITE STR,DESCRIPTION,COLIST WITH STR,VECTOR,PREVIOUS CODE,OFFER IN
"LABU","2051","Business Case Analyses I","2","-","LABU 2050 (prior to 2017-18)","LANG 1003","-","For students who have this course as a program requirement. This course lays the foundation for students to engage in business case analyses by developing their critical reading and thinking skills, as well as their ability to present case analysis findings and recommendations in spoken and written forms.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"LABU","2052","Business Case Analyses II","2","-","LABU 2050","LABU 2051","-","For students who have this course as a program requirement. This course builds on the foundation built in LABU 2051 and further develops students' ability to comprehend and analyze business cases, and eventually to present findings and recommendations clearly and persuasively.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"LABU","2060","Effective Communication in Business","3","-","LABU 2020","LANG 1003","-","The course activates students' previously acquired English language skills into a useful managerial communication toolkit targeted toward specific business applications and strategies. Students will learn how to be an effective communicator in the global workplace. The course is designed and structured to address the learning needs of students in job-seeking and in their early careers. Students will have opportunities to learn and practice how to succeed in business writing, presentations, interviews, meetings, and collaborative assignments. The course also introduces students to strategies for handling the communication challenges which fresh graduates can expect in the global workplace. For students who have this course as a program requirement.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LABU","2060G","Effective Communication in Business","3","-","LABU 2020","LANG 1003","-","The course activates students' previously acquired English language skills into a useful managerial communication toolkit targeted toward specific business applications and strategies. Students will learn how to be an effective communicator in the global workplace. The course is designed and structured to address the learning needs of students in job-seeking and in their early careers. Students will have opportunities to learn and practice how to succeed in business writing, presentations, interviews, meetings, and collaborative assignments. The course also introduces students to strategies for handling the communication challenges which fresh graduates can expect in the global workplace. For students who have this course as a program requirement.","-","-","-","['2018-19 Fall', '2017-18 Spring']"
"LANG","1002A","English for University Studies I","3","(E-Comm)","IELTS - Band 7 or above in overall and Band 6.5 or above in each part of the test or equivalent","-","-","The course aims to develop students' proficiency in English as well as their academic literacy skills, so that they can cope with the linguistic demands of studying through the medium of English. The course aims to develop students' competence in academic writing and their ability to engage in oral interaction in social and academic contexts. For students under the four-year degree curriculum.","-","-","-","['2018-19 Fall', '2017-18 Fall', '2016-17 Winter']"
"LANG","1002I","English for University Studies I","3","(E-Comm)","IELTS - Band 7 or above in overall and Band 6.5 or above in each part of the test or equivalent","-","-","The course aims to develop students' proficiency in English as well as their academic literacy skills, so that they can cope with the linguistic demands of studying through the medium of English. The course aims to develop students' competence in academic writing and their ability to engage in oral interaction in social and academic contexts. For students under the four-year degree curriculum.","-","-","-","['2018-19 Fall', '2017-18 Fall', '2016-17 Winter']"
"LANG","1002S","English for University Studies I","3","(E-Comm)","IELTS - Band 7 or above in overall and Band 6.5 or above in each part of the test or equivalent","-","-","The course aims to develop students' proficiency in English as well as their academic literacy skills, so that they can cope with the linguistic demands of studying through the medium of English. The course aims to develop students' competence in academic writing and their ability to engage in oral interaction in social and academic contexts. For students under the four-year degree curriculum.","-","-","-","['2018-19 Fall', '2017-18 Fall', '2016-17 Winter']"
"LANG","1003A","English for University Studies II","3","(E-Comm)","IELTS - Band 7 or above in overall and Band 6.5 or above in each part of the test or equivalent","LANG 1002","-","The course builds on LANG 1002 and aims to further develop students' proficiency in English as well as their academic literacy skills, so that they can cope with the linguistic demands of studying through the medium of English. The course aims to develop students' competence in reading and writing, as well as the ability to engage in oral interaction in social and academic contexts. For students under the four-year degree curriculum.","-","-","-","['2017-18 Spring', '2016-17 Summer', '2016-17 Spring']"
"LANG","1003I","English for University Studies II","3","(E-Comm)","IELTS - Band 7 or above in overall and Band 6.5 or above in each part of the test or equivalent","LANG 1002","-","The course builds on LANG 1002 and aims to further develop students' proficiency in English as well as their academic literacy skills, so that they can cope with the linguistic demands of studying through the medium of English. The course aims to develop students' competence in reading and writing, as well as the ability to engage in oral interaction in social and academic contexts. For students under the four-year degree curriculum.","-","-","-","['2017-18 Spring', '2016-17 Summer', '2016-17 Spring']"
"LANG","1003S","English for University Studies II","3","(E-Comm)","IELTS - Band 7 or above in overall and Band 6.5 or above in each part of the test or equivalent","LANG 1002","-","The course builds on LANG 1002 and aims to further develop students' proficiency in English as well as their academic literacy skills, so that they can cope with the linguistic demands of studying through the medium of English. The course aims to develop students' competence in reading and writing, as well as the ability to engage in oral interaction in social and academic contexts. For students under the four-year degree curriculum.","-","-","-","['2017-18 Spring', '2016-17 Summer', '2016-17 Spring']"
"LANG","1113","Effective Chinese Communication","3","(C-Comm)","Grade 4 or above in HKDSE Chinese, Score 100 or above in JEE Chinese, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","-","-","This course seeks to enhance the market competitiveness of HKUST graduates by making them effective users of spoken Putonghua and Standard Written Chinese in meeting communicative needs in academic, social and professional contexts. The course materials and activities help students acquire fluency and accuracy in the use of Chinese by engaging them in authentic communication tasks based on real-life situations and needs. Students' mastery of Putonghua phonology and Chinese syntax and lexis will also be enhanced through in-class teaching and outside class practice. The course is restricted to students with Chinese language backgrounds.","-","-","-","['2016-17 Spring']"
"LANG","1113C","Effective Chinese Communication","3","(C-Comm)[CA]","Level 4 or above in HKDSE Chinese, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","Level 3 in HKDSE Chinese","-","This course seeks to enhance the market competitiveness of HKUST graduates by making them effective users of spoken Putonghua and Standard Written Chinese in meeting communicative needs in academic, social and professional contexts. The course materials and activities help students acquire fluency and accuracy in the use of Chinese by engaging them in authentic communication tasks based on real-life situations and needs. Students' mastery of Putonghua phonology and Chinese syntax and lexis will also be enhanced through in-class teaching and outside class practice.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LANG","1113I","Effective Chinese Communication","3","(C-Comm)","Level 4 or above in HKDSE Chinese, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","Level 3 in HKDSE Chinese","-","This course seeks to enhance the market competitiveness of HKUST graduates by making them effective users of spoken Putonghua and Standard Written Chinese in meeting communicative needs in academic, social and professional contexts. The course materials and activities help students acquire fluency and accuracy in the use of Chinese by engaging them in authentic communication tasks based on real-life situations and needs. Students' mastery of Putonghua phonology and Chinese syntax and lexis will also be enhanced through in-class teaching and outside class practice.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1113P","Effective Chinese Communication","3","(C-Comm)[PU]","Level 4 or above in HKDSE Chinese, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","Level 3 in HKDSE Chinese","-","This course seeks to enhance the market competitiveness of HKUST graduates by making them effective users of spoken Putonghua and Standard Written Chinese in meeting communicative needs in academic, social and professional contexts. The course materials and activities help students acquire fluency and accuracy in the use of Chinese by engaging them in authentic communication tasks based on real-life situations and needs. Students' mastery of Putonghua phonology and Chinese syntax and lexis will also be enhanced through in-class teaching and outside class practice.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LANG","1114","Critical Reading and Writing in Chinese","3","(C-Comm)","LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","Level 4 or above in HKDSE Chinese OR Score 100 or above in JEE Chinese","-","This course targets students who enter HKUST with a good command of the Chinese Language and who wish to raise their proficiency level in reading and writing. The focus of this course is on critical reading and higher-order thinking skills, leading on to the production of written texts which demonstrate clarity of thought and sophisticated use of the Chinese Language. Students’ learning experience is enhanced by a range of classroom and outside-class activities involving them in reading, critiquing, researching and writing tasks.","-","-","-","['2016-17 Spring']"
"LANG","1115","Critical Reading and Speaking in Chinese","3","(C-Comm)","LANG 1116, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","Level 4 or above in HKDSE Chinese","-","This course targets students who enter HKUST with a good command of the Chinese Language and who wish to raise their proficiency level in reading and speaking. The focus of this course is on critical reading and higher-order thinking skills, and the ability to produce coherent speech showing clarity of thought, sophistication in language use, as well as clear and accurate speech in spoken Putonghua. Students' learning experience is enhanced by a range of classroom and outside-class activities involving them in reading, critiquing, researching and speaking tasks. Students with qualifications equivalent to the prerequisite may seek instructor's approval for enrollment in the course.","-","-","-","['2016-17 Spring']"
"LANG","1116","Advanced Critical Reading and Speaking in Chinese","3","(C-Comm)","LANG 1115, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","Level 4 or above in HKDSE Chinese OR Score 100 or above in JEE Chinese","-","This course specifically caters for students who have a good command of the Chinese Language and who wish to raise their proficiency level in reading and speaking further. It equips students with the ability to read critically and formulate coherent arguments for speaking in demanding situations, including participation in fora and making public speeches. Specific attention will be paid to the expert use of voice and articulation, as well as features such as pausing, stress, rhythm and tone in speaking Putonghua. Students with qualifications equivalent to the prerequisites may seek instructor's approval for enrollment in the course.","-","-","-","['2016-17 Spring']"
"LANG","1117C","Advanced Chinese Communication","3","(C-Comm)","LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1118, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","Level 4 or above in HKDSE Chinese","-","This course seeks to advance the Putonghua speaking and Chinese writing abilities of local Hong Kong students who have attained a reasonably high standard in Chinese language on leaving secondary schools. The course materials and learning tasks help students to engage in rigorous intellectual analysis of academic and socio-economic issues and formulate coherent arguments for Putonghua speaking and Chinese writing in demanding situations such as participation in public fora and writing critical essays for publication in the media.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LANG","1117P","Advanced Chinese Communication","3","(C-Comm)","LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1118, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","Level 4 or above in HKDSE Chinese","-","This course seeks to advance the Putonghua speaking and Chinese writing abilities of local Hong Kong students who have attained a reasonably high standard in Chinese language on leaving secondary schools. The course materials and learning tasks help students to engage in rigorous intellectual analysis of academic and socio-economic issues and formulate coherent arguments for Putonghua speaking and Chinese writing in demanding situations such as participation in public fora and writing critical essays for publication in the media.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LANG","1118","Enhanced Chinese Communication","3","(C-Comm)","Level 3 in HKDSE Chinese, LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1120, LANG 1121, LANG 1122, LANG 1123, LANG 1124, LANG 1125, LANG 1126, LANG 1127","-","-","This course seeks to enhance the Putonghua speaking and Chinese writing abilities of students who have typically undergone schooling in a Chinese language community. Learning tasks and activities on this course further challenges students to aim at very high levels in terms of precision of expression in writing and expressiveness and persuasiveness in speaking. The learning experience will also sharpen the students' awareness of style and tone and context of situation.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LANG","1120","Chinese for Non-Chinese Language Background Students I","3","(C-Comm)","HKDSE/HKALE/HKCEE/JEE Chinese, LANG 1112 (prior to 2016-17), LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118","-","-","Introduction to Chinese language and culture; basic understanding of Putonghua phonology and Chinese syntax; basic communicative competence in Chinese; recognition of high‐frequency Chinese characters. The course is restricted to students with non‐Chinese language backgrounds. Instructors’ approval is required for students with Chinese backgrounds who are from international schools of Hong Kong, China Mainland and other Asian countries, also for overseas students with either Mandarin or Cantonese language backgrounds.","-","-","-","['2018-19 Fall', '2017-18 Summer', '2017-18 Spring', '2017-18 Fall', '2016-17 Summer', '2016-17 Spring']"
"LANG","1121","Chinese for Non-Chinese Language Background Students II","3","(C-Comm)","HKDSE/HKALE/HKCEE/JEE Chinese, LANG 1112 (prior to 2016-17), LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118","LANG 1120","-","This course builds on the groundwork laid in LANG 1120, and takes students to a higher level of understanding of Putonghua phonology and a stronger communicative competence in using Chinese in daily and social situations. The course is restricted to students with non‐Chinese language backgrounds. Instructors’ approval is required for students with Chinese backgrounds who are from international schools of Hong Kong, China Mainland and other Asian countries, also for overseas students with either Mandarin or Cantonese language backgrounds. For students without prerequisite but with prior Chinese learning experience of approximately 50 hours may seek instructors’ approval to enroll in the course.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1122","Chinese for Non-Chinese Language Background Students III","3","(C-Comm)","HKDSE/HKALE/HKCEE/JEE Chinese, LANG 1112 (prior to 2016-17), LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118","LANG 1121","-","This course builds on the groundwork laid in LANG 1120 and LANG 1121, and takes students to a higher level of understanding of spoken Chinese and a stronger communicative competence in using Chinese in daily, social and professional situations. The course is restricted to students with non-Chinese language backgrounds. Instructors’ approval is required for students with Chinese backgrounds who are from international schools of Hong Kong, China Mainland and other Asian countries, also for overseas students with either Mandarin or Cantonese language backgrounds. For students without prerequisite but with prior Chinese learning experience of approximately 100 hours may seek instructors’ approval to enroll in the course.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1123","Chinese for Non-Chinese Language Background Students IV","3","(C-Comm)","HKDSE/HKALE/HKCEE/JEE Chinese, LANG 1112 (prior to 2016-17), LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118","LANG 1122","-","This course builds on the groundwork laid in LANG 1120, LANG 1121 and LANG 1122, and takes students to an intermediate level of understanding of spoken Chinese and a stronger communicative competence in using Chinese in social, professional and business situations.  The course is restricted to students with non-Chinese language backgrounds. Instructors’ approval is required for students with Chinese backgrounds who are from international schools of Hong Kong, China Mainland and other Asian countries, also for overseas students with either Mandarin or Cantonese language backgrounds. For students without prerequisite but with prior Chinese learning experience of approximately 150 hours may seek instructors’ approval to enroll in the course.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1124","Chinese for Non-Chinese Language Background Students V","3","(C-Comm)","HKDSE/HKALE/HKCEE/JEE Chinese, LANG 1112 (prior to 2016-17), LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118","LANG 1123","-","This course builds on the groundwork laid in LANG 1120, LANG 1121 and LANG 1122 and LANG 1123, and takes students to an intermediate-high level of understanding of spoken Chinese and a stronger communicative competence in using Chinese in social and professional situations. Restricted to students with non-Chinese language backgrounds only. Students without the prerequisite but with approximate 200 hours of prior Chinese learning experience or attained level 4 in the HSK Chinese Proficiency Test may seek instructor’s approval for enrollment in the course.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1125","Chinese for Non-Chinese Language Background Students VI","3","(C-Comm)","HKDSE/HKALE/HKCEE/JEE Chinese, LANG 1112 (prior to 2016-17), LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118","LANG 1124","-","This course builds on the groundwork laid in LANG 1120, LANG 1121 and LANG 1122 and LANG 1123, and LANG 1124, and takes students to an intermediate-high level of understanding of spoken Chinese and a stronger communicative competence in using Chinese in social and professional situations. Restricted to students with non-Chinese language backgrounds only. Students without the prerequisite but with approximate 250 hours of prior Chinese learning experience or attained level 4/5 in the HSK Chinese Proficiency Test may seek instructor’s approval for enrollment in the course.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1126","Chinese for Non-Chinese Language Background Students VII","3","(C-Comm)","HKDSE/HKALE/HKCEE/JEE Chinese, LANG 1112 (prior to 2016-17), LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118","LANG 1125","-","This course builds on the groundwork laid in LANG 1120, LANG 1121 and LANG 1122 and LANG 1123, LANG 1124 and LANG 1125, and takes students to a high level of understanding of spoken Chinese and a stronger communicative competence in using Chinese in social and professional situations. Restricted to students with non-Chinese language backgrounds only. Students without the prerequisite but with approximate 300 hours of prior Chinese learning experience or attained level 5 in the HSK Chinese Proficiency Test may seek instructor’s approval for enrollment in the course.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1127","Chinese for Non-Chinese Language Background Students VIII","3","(C-Comm)","HKDSE/HKALE/HKCEE/JEE Chinese, LANG 1112 (prior to 2016-17), LANG 1113, LANG 1114 (prior to 2017-18), LANG 1115 (prior to 2017-18), LANG 1116 (prior to 2017-18), LANG 1117, LANG 1118","LANG 1126","-","This course builds on the groundwork laid in LANG 1120, LANG 1121 and LANG 1122 and LANG 1123, LANG 1124, LANG 1125 and LANG 1126, and takes students to a high level of understanding of spoken Chinese and a stronger communicative competence in using Chinese in social and professional situations. Restricted to students with non-Chinese language backgrounds only. Students without the prerequisite but with approximate 350 hours of prior Chinese learning experience or attained level 6 in the HSK Chinese Proficiency Test may seek instructor’s approval for enrollment in the course.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1130","Cantonese for Non-Chinese Language Background Students I","3","-","-","-","-","This course is restricted to students with non-Chinese language backgrounds who are beginners in the learning of Cantonese. It equips students with Cantonese communicative competence necessary for living and net-working in Hong Kong, thus facilitating their smooth integration into the local community. The learning activities involve developing students' listening and speaking skills in an attempt to build learners' confidence and fluency in using Cantonese for daily communication.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LANG","1133","Cantonese for Chinese Language Background Students I","3","-","-","-","-","This course is restricted to students with Chinese language backgrounds who are beginners in the learning of Cantonese. It equips students with Cantonese communicative competence necessary for living and net-working in Hong Kong, thus facilitating their smooth integration into the local community. The learning activities involve developing students' listening and speaking skills in an attempt to build learners' confidence and fluency in using Cantonese for daily communication.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LANG","1210","Japanese Language and Related Culture","3","-","-","-","-","This is a course for learners with no previous knowledge of Japanese. It aims to offer students a foundation in Japanese language and related Japanese culture with an emphasis on practical oral communication. By the end of the course, students will be able to communicate appropriately in Japanese on a variety of everyday topics.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1310","French: World Language and Culture","3","-","-","-","-","This is a course for learners with no previous knowledge of French. It aims to promote an international perspective by helping them acquire the basics of French. By the end of the course, students will be able to communicate appropriately in French on a variety of everyday topics, and have an overview of certain themes in French and Francophone culture which will enhance their knowledge of Europe and the world.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1320","German in the World of Science and Technology","3","-","-","-","-","This is a course for learners with no previous knowledge of German. It aims to offer students a foundation in German language and related German culture, with an emphasis on practical oral communication, and consideration of the impact of major German achievements in the world of Science and Technology. By the end of the course, students will be able to communicate appropriately in German on a variety of everyday topics.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1330","Spanish and the Other America","3","-","-","-","-","This is a course for learners with no previous knowledge of Spanish. It aims to offer students a foundation in Spanish language and related culture, with an emphasis on practical oral communication. It presents aspects of essential Spanish and Latin American cultures, the flamenco to the salsa, from the temples of the Incas to the architecture of Gaudi. By the end of the course, students will be able to communicate appropriately in Spanish on a variety of everyday topics.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","1410","Latin and the Legacy of the Roman World","3","-","-","-","-","Basic introduction to Latin, with an emphasis on vocabulary which has survived in modern English and aspects of Roman culture which have a contemporary relevance.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"LANG","2010","English for Science I","3","-","-","LANG 1003","-","An English course for students of the School of Science. The course introduces students to the language and discourse of science and develops their competence in speaking and writing about scientific topics.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","2010H","English for Science I","3","-","-","LANG 1003","-","An English course for students of the School of Science. The course introduces students to the language and discourse of science and develops their competence in speaking and writing about scientific topics.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","2030","Technical Communication I","3","-","-","LANG 1003","-","The course provides students with a broad introduction to English within the discipline of engineering. A central aim of the course is to encourage students to analyze critically the wider social implications of engineering products and processes, through the careful examination of texts (and other media) beyond their own specific engineering field and to communicate effectively by delivering oral presentations and writing reports on topics relevant to all engineers.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","2030H","Technical Communication I","3","-","-","LANG 1003","-","The course provides students with a broad introduction to English within the discipline of engineering. A central aim of the course is to encourage students to analyze critically the wider social implications of engineering products and processes, through the careful examination of texts (and other media) beyond their own specific engineering field and to communicate effectively by delivering oral presentations and writing reports on topics relevant to all engineers.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","2070","English Communication for Humanities and Social Science Studies I","3","-","-","LANG 1003","-","Restricted to students on programs offered by the School of Humanities and Social Science. The course is an integrated skills course with a special emphasis on critical reading. It develops students' critical thinking skills and equips them with an ability to assimilate different sources of information for analysis and commentary.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"LANG","2082","Communication for Environmental Management and Technology I","2","-","-","LANG 1003","-","This course aims to develop students' competence in academic and discipline-related English, with particular reference to environmental issues such as climate change, energy, biodiversity and pollution. Students will produce a piece of extended writing on an environmental topic and give oral presentations. For EVMT students under the four-year degree only.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"LANG","2083","Communication for Environmental Management and Technology II","2","-","-","LANG 2082","-","This course further develops students' competence in academic and discipline-related English and builds on the knowledge and skills acquired in LANG 2082. The course adopts a case study approach, in which environmental issues are analyzed so as to identify real-world problems faced by professionals and organizations, and posit solutions. Students read texts on a variety of topics including climate change, energy, biodiversity and pollution. Students will apply their knowledge in a range of communicative tasks, including weekly assignments and a final oral presentation. For EVMT students under the four-year degree only.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"LANG","2170","Chinese Communication Skills for Humanities & Social Science Studies","3","-","-","-","-","Restricted to students on the Global China Studies program. The course enables students to achieve thorough comprehension of texts written in Chinese, and prepares them for writing academic papers such as project reports and dissertations, with special attention paid to the demands on students from various Humanities and Social Science disciplines. Students must be able to read and write Chinese.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"LANG","3010","English for Mathematics and Economics","3","-","-","LANG 2010","-","A one-term, major-specific language course for all Mathematics & Economics students undertaking a final year Capstone Project. The course focuses on developing students' ability to use effective and appropriate organizational structures, vocabulary, language and style in Mathematics & Economics Capstone Project reports and presentations.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","3011","English for Mathematics","3","-","-","LANG 2010","-","A one-term, major-specific language course for all Mathematics students undertaking a final year Capstone Project. The course focuses on developing students' ability to use effective and appropriate organizational structures, vocabulary, language and style in Mathematics Capstone Project reports and presentations.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","3012","Laboratory Report Writing for Chemistry Students","1","-","-","LANG 2010","CHEM 3555","This course focuses on developing Chemistry students' ability to produce effective laboratory reports with appropriate organizational structures, vocabulary, language and style. For CHEM students only.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"LANG","3013","Laboratory Report Writing for Physics Students","1","-","-","LANG 2010","PHYS 3152 OR PHYS 3153","This course focuses on developing Physics students' ability to produce effective laboratory reports with appropriate organizational structures, vocabulary, language and style. For PHYS students only.","-","-","-","['2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","3014","Laboratory Report Writing for Life Science Students","1","-","-","LANG 1003","-","This course focuses on developing Life Science students' ability to produce effective laboratory reports with appropriate organizational structures, vocabulary, language and style. For LIFS students only.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","3016","Laboratory Report Writing for Environmental Science Students","1","-","-","LANG 2010","ENVS 3001","This course focuses on developing Environmental Science students' ability to produce effective laboratory reports with appropriate organizational structures, vocabulary, language and style. For ENVS students only.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"LANG","3070","English Communication for Humanities and Social Science Studies II","3","-","-","LANG 2070","-","Restricted to students on programs offered by the School of Humanities and Social Science. The course builds on the critical reading and thinking skills students have developed, and prepares them for writing up long documents such as project reports and dissertations, with special attention paid to the demands on students from various Humanities and Social Science disciplines.","-","-","-","['2018-19 Fall', '2017-18 Fall']"
"LANG","3081","Communication for Environmental Management and Technology III","2","-","-","LANG 2083","-","This course aims to develop students' ability to use English effectively in professional contexts relevant to their careers. The course equips students with the appropriate English competence related to seeking employment (letters of application, resumes, etc.) and applying for further study (personal statements, etc.), as well as the skills required for job and admissions interviews. For EVMT students only.","-","-","-","['2017-18 Fall']"
"LANG","4012","English for Chemistry Capstone Projects","2","-","-","-","CHEM 4689 OR CHEM 4691 OR SCIE 3500 OR SCIE 4500","The course focuses on developing Chemistry students' ability to use effective and appropriate organizational structures, vocabulary, language and style in Capstone Project reports and presentations.","-","-","-","['2018-19 Fall', '2017-18 Summer', '2017-18 Spring', '2017-18 Fall', '2016-17 Summer', '2016-17 Spring']"
"LANG","4013","English for Physics Capstone Projects","2","-","-","-","PHYS 4191 OR PHYS 4291 OR SCIE 3500 OR SCIE 4500","The course focuses on developing Physics students' ability to use effective and appropriate organizational structures, vocabulary, language and style in Capstone Project reports and presentations.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","4014","English for Life Science Capstone and Final Year Projects","2","-","-","LANG 3014","-","The course focuses on developing Life Science students' ability to use effective and appropriate organizational structures, vocabulary, language and style in Capstone and Final Year Project reports and presentations.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","4015","English for Biotechnology Capstone Projects","2","-","-","-","(for BIOT students) LIFS 4660 (prior to 2015-16) OR LIFS 4963 OR LIFS 4973 OR LIFS 4983 OR SCIE 3500 OR SCIE 4500; (for BCB students) LIFS 4961 OR LIFS 4971 OR LIFS 4981 OR SCIE 3500 OR SCIE 4500","The course focuses on developing Biotechnology students' ability to use effective and appropriate organizational structures, vocabulary, language and style in Capstone Project reports and presentations.","-","-","-","['2016-17 Spring']"
